seq_id,start,end,strand,gene_id,gene_name,gene_biotype,gene_class,source,category,length
12,10863853,10896530,-,ENSGALG00010021202,,protein_coding,CODING,reference,REF,32678
12,10899693,10943197,+,ENSGALG00010021222,,protein_coding,CODING,reference,REF,43505
12,10950402,10959278,-,ENSGALG00010021227,,protein_coding,CODING,reference,REF,8877
12,10959187,10978115,+,ENSGALG00010021241,,protein_coding,CODING,reference,REF,18929
12,10971374,10982108,-,ENSGALG00010021252,,protein_coding,CODING,reference,REF,10735
12,10981789,10984176,+,ENSGALG00010021258,,protein_coding,CODING,reference,REF,2388
12,11017104,11190843,+,ENSGALG00010021320,,protein_coding,CODING,reference,REF,173740
12,11199980,11423564,-,ENSGALG00010021367,,protein_coding,CODING,reference,REF,223585
12,11428904,11441426,+,ENSGALG00010021393,,protein_coding,CODING,reference,REF,12523
12,11448317,11453538,+,ENSGALG00010021402,,protein_coding,CODING,reference,REF,5222
12,11467820,11526085,+,ENSGALG00010021420,,protein_coding,CODING,reference,REF,58266
12,11536005,11539018,+,ENSGALG00010021433,,protein_coding,CODING,reference,REF,3014
12,11540401,11600844,+,ENSGALG00010021462,,protein_coding,CODING,reference,REF,60444
12,11602049,11608689,-,ENSGALG00010021467,,protein_coding,CODING,reference,REF,6641
12,11609359,11639284,+,ENSGALG00010021496,,protein_coding,CODING,reference,REF,29926
12,11639687,11645222,+,ENSGALG00010021512,,protein_coding,CODING,reference,REF,5536
12,11645486,11656691,+,ENSGALG00010021528,,protein_coding,CODING,reference,REF,11206
12,11656778,11659366,+,ENSGALG00010021546,,protein_coding,CODING,reference,REF,2589
12,11658694,11662032,-,ENSGALG00010021556,,protein_coding,CODING,reference,REF,3339
12,11662287,11664963,-,ENSGALG00010021568,,protein_coding,CODING,reference,REF,2677
12,11663563,11667204,+,ENSGALG00010021599,,protein_coding,CODING,reference,REF,3642
12,11667430,11668945,+,ENSGALG00010021603,,protein_coding,CODING,reference,REF,1516
12,11669328,11671944,+,ENSGALG00010021616,,protein_coding,CODING,reference,REF,2617
12,11671076,11673982,-,ENSGALG00010021646,,protein_coding,CODING,reference,REF,2907
12,11672832,11673997,+,ENSGALG00010021657,,protein_coding,CODING,reference,REF,1166
12,11678072,11681717,+,ENSGALG00010019246,,protein_coding,CODING,reference,REF,3646
12,11681884,11684832,+,ENSGALG00010019310,,protein_coding,CODING,reference,REF,2949
12,11684975,11687283,-,ENSGALG00010019315,,protein_coding,CODING,reference,REF,2309
12,11689677,11709739,-,ENSGALG00010021775,,protein_coding,CODING,reference,REF,20063
12,11710292,11715818,-,ENSGALG00010021792,,protein_coding,CODING,reference,REF,5527
12,11715711,11719463,-,ENSGALG00010021799,,protein_coding,CODING,reference,REF,3753
12,11720026,11730294,+,ENSGALG00010021785,,protein_coding,CODING,reference,REF,10269
12,11730111,11743598,+,ENSGALG00010022674,,protein_coding,CODING,reference,REF,13488
12,11743671,11752853,+,ENSGALG00010021762,,protein_coding,CODING,reference,REF,9183
12,11744613,11752853,+,ENSGALG00010019255,,protein_coding,CODING,reference,REF,8241
12,11753372,11772931,+,ENSGALG00010022242,,protein_coding,CODING,reference,REF,19560
12,11773508,11778113,+,ENSGALG00010020607,,protein_coding,CODING,reference,REF,4606
12,11774208,11778113,+,ENSGALG00010019231,,protein_coding,CODING,reference,REF,3906
12,11778959,11780590,+,ENSGALG00010022258,,protein_coding,CODING,reference,REF,1632
12,11781292,11785951,+,ENSGALG00010020619,,protein_coding,CODING,reference,REF,4660
12,11786736,11808760,+,ENSGALG00010020630,,protein_coding,CODING,reference,REF,22025
12,11814070,11825667,+,ENSGALG00010020638,,protein_coding,CODING,reference,REF,11598
12,11826383,11828034,-,ENSGALG00010020653,,protein_coding,CODING,reference,REF,1652
12,11830606,11834905,+,ENSGALG00010020657,,protein_coding,CODING,reference,REF,4300
12,11834910,11838855,-,ENSGALG00010020670,,protein_coding,CODING,reference,REF,3946
12,11839473,11853006,-,ENSGALG00010020684,,protein_coding,CODING,reference,REF,13534
12,11847635,11851020,+,ENSGALG00010020695,,protein_coding,CODING,reference,REF,3386
12,11853173,11884534,-,ENSGALG00010020732,,protein_coding,CODING,reference,REF,31362
12,11884548,11895787,+,ENSGALG00010020754,,protein_coding,CODING,reference,REF,11240
12,11917628,11967288,+,ENSGALG00010020764,,protein_coding,CODING,reference,REF,49661
12,11972439,11975927,+,ENSGALG00010020806,,protein_coding,CODING,reference,REF,3489
12,11976034,12008252,+,ENSGALG00010020880,,protein_coding,CODING,reference,REF,32219
12,12008807,12013228,-,ENSGALG00010020900,,protein_coding,CODING,reference,REF,4422
12,12013219,12024398,+,ENSGALG00010020905,,protein_coding,CODING,reference,REF,11180
12,12022269,12036976,-,ENSGALG00010020920,,protein_coding,CODING,reference,REF,14708
12,12037421,12054190,-,ENSGALG00010020943,,protein_coding,CODING,reference,REF,16770
12,12055756,12060559,-,ENSGALG00010020958,,protein_coding,CODING,reference,REF,4804
12,12068104,12132674,-,ENSGALG00010020986,,protein_coding,CODING,reference,REF,64571
12,12342540,12854426,-,ENSGALG00010021016,,protein_coding,CODING,reference,REF,511887
12,12907903,13282883,+,ENSGALG00010021043,,protein_coding,CODING,reference,REF,374981
12,13304266,13317939,+,ENSGALG00010021052,,protein_coding,CODING,reference,REF,13674
12,13324082,13327231,-,ENSGALG00010021054,,protein_coding,CODING,reference,REF,3150
12,13337359,13510919,-,ENSGALG00010021078,,protein_coding,CODING,reference,REF,173561
12,13589413,13674926,+,ENSGALG00010021113,,protein_coding,CODING,reference,REF,85514
12,13678332,13681365,+,ENSGALG00010021119,,protein_coding,CODING,reference,REF,3034
12,13705110,13712881,-,ENSGALG00010020141,,protein_coding,CODING,reference,REF,7772
12,13736358,13790010,+,ENSGALG00010020152,,protein_coding,CODING,reference,REF,53653
12,13795661,13802187,-,ENSGALG00010020179,,protein_coding,CODING,reference,REF,6527
12,13817353,13907269,-,ENSGALG00010020194,,protein_coding,CODING,reference,REF,89917
12,13917905,13980351,-,ENSGALG00010020246,,protein_coding,CODING,reference,REF,62447
12,14182652,14474383,-,ENSGALG00010020282,,protein_coding,CODING,reference,REF,291732
12,14546382,14636642,+,ENSGALG00010019297,,protein_coding,CODING,reference,REF,90261
12,14629828,14710550,-,ENSGALG00010019323,,protein_coding,CODING,reference,REF,80723
12,14787160,14809417,+,ENSGALG00010019650,,protein_coding,CODING,reference,REF,22258
12,14814667,14842275,+,ENSGALG00010019696,,protein_coding,CODING,reference,REF,27609
12,14923714,15025999,-,ENSGALG00010019767,,protein_coding,CODING,reference,REF,102286
12,15084374,15321295,+,ENSGALG00010019871,,protein_coding,CODING,reference,REF,236922
12,15374074,15445073,-,ENSGALG00010019938,,protein_coding,CODING,reference,REF,71000
12,15446953,15475591,-,ENSGALG00010020005,,protein_coding,CODING,reference,REF,28639
12,15477831,15491883,-,ENSGALG00010020036,,protein_coding,CODING,reference,REF,14053
12,15486252,15505818,-,ENSGALG00010020061,,protein_coding,CODING,reference,REF,19567
12,15506639,15516157,+,ENSGALG00010020070,,protein_coding,CODING,reference,REF,9519
12,15517254,15528026,-,ENSGALG00010020088,,protein_coding,CODING,reference,REF,10773
12,15528973,15635866,-,ENSGALG00010020127,,protein_coding,CODING,reference,REF,106894
12,15667700,15755527,+,ENSGALG00010022062,,protein_coding,CODING,reference,REF,87828
12,15761566,15796984,+,ENSGALG00010022077,,protein_coding,CODING,reference,REF,35419
12,15836160,15878801,-,ENSGALG00010022083,,protein_coding,CODING,reference,REF,42642
12,16090592,16432202,-,ENSGALG00010022171,,protein_coding,CODING,reference,REF,341611
12,16452726,16479716,-,ENSGALG00010022219,,protein_coding,CODING,reference,REF,26991
12,16478954,16482445,+,ENSGALG00010022232,,protein_coding,CODING,reference,REF,3492
12,16489187,16493873,-,ENSGALG00010019225,,protein_coding,CODING,reference,REF,4687
12,16579647,16614464,-,ENSGALG00010018991,,protein_coding,CODING,reference,REF,34818
12,16643422,16689484,-,ENSGALG00010020307,,protein_coding,CODING,reference,REF,46063
12,16683823,16704599,+,ENSGALG00010020309,,protein_coding,CODING,reference,REF,20777
12,16709364,16737072,+,ENSGALG00010020329,,protein_coding,CODING,reference,REF,27709
12,16792297,16913229,-,ENSGALG00010020350,,protein_coding,CODING,reference,REF,120933
12,17073791,17074798,-,ENSGALG00010020359,,protein_coding,CODING,reference,REF,1008
12,17076110,17168309,-,ENSGALG00010020369,,protein_coding,CODING,reference,REF,92200
12,17389334,17494242,+,ENSGALG00010020396,,protein_coding,CODING,reference,REF,104909
12,17701691,17828686,+,ENSGALG00010020425,,protein_coding,CODING,reference,REF,126996
12,18011810,18269853,+,ENSGALG00010020436,,protein_coding,CODING,reference,REF,258044
12,18269804,18285463,-,ENSGALG00010020457,,protein_coding,CODING,reference,REF,15660
12,18287864,18291637,+,ENSGALG00010020484,,protein_coding,CODING,reference,REF,3774
12,18292331,18323393,-,ENSGALG00010020509,,protein_coding,CODING,reference,REF,31063
12,18458083,18480917,+,ENSGALG00010020562,,protein_coding,CODING,reference,REF,22835
12,18549953,18553187,+,ENSGALG00010020580,,protein_coding,CODING,reference,REF,3235
12,18553182,18580195,-,ENSGALG00010020596,,protein_coding,CODING,reference,REF,27014
12,18584357,18735097,+,ENSGALG00010021688,,protein_coding,CODING,reference,REF,150741
12,18769216,18773614,+,ENSGALG00010021719,,protein_coding,CODING,reference,REF,4399
12,18787191,18803302,+,ENSGALG00010021730,,protein_coding,CODING,reference,REF,16112
12,18804538,18817375,+,ENSGALG00010021736,,protein_coding,CODING,reference,REF,12838
12,19044624,19268738,+,ENSGALG00010019426,,protein_coding,CODING,reference,REF,224115
12,19411207,19434491,+,ENSGALG00010019441,,protein_coding,CODING,reference,REF,23285
12,19457798,19461511,+,ENSGALG00010019451,,protein_coding,CODING,reference,REF,3714
12,19462200,19465913,-,ENSGALG00010019473,,protein_coding,CODING,reference,REF,3714
12,19478290,19516152,-,ENSGALG00010019584,,protein_coding,CODING,reference,REF,37863
12,19516714,19584828,-,ENSGALG00010019624,,protein_coding,CODING,reference,REF,68115
12,19604896,19610640,+,ENSGALG00010018999,,protein_coding,CODING,reference,REF,5745
12,19610955,19613568,+,ENSGALG00010019006,,protein_coding,CODING,reference,REF,2614
12,19614486,19628048,+,ENSGALG00010019017,,protein_coding,CODING,reference,REF,13563
12,19630806,19633370,-,ENSGALG00010019047,,protein_coding,CODING,reference,REF,2565
12,19634674,19641495,-,ENSGALG00010022642,,protein_coding,CODING,reference,REF,6822
12,19641317,19657048,+,ENSGALG00010019065,,protein_coding,CODING,reference,REF,15732
12,19656929,19659744,-,ENSGALG00010019093,,protein_coding,CODING,reference,REF,2816
12,19659632,19663016,-,ENSGALG00010019110,,protein_coding,CODING,reference,REF,3385
12,19663071,19693874,+,ENSGALG00010019144,,protein_coding,CODING,reference,REF,30804
12,19697931,19701251,+,ENSGALG00010019173,,protein_coding,CODING,reference,REF,3321
12,19702867,19714663,+,ENSGALG00010019190,,protein_coding,CODING,reference,REF,11797
12,19705765,19775909,-,ENSGALG00010019208,,protein_coding,CODING,reference,REF,70145
12,19793261,19899109,-,ENSGALG00010021874,,protein_coding,CODING,reference,REF,105849
12,19870115,19893155,+,ENSGALG00010021890,,protein_coding,CODING,reference,REF,23041
12,19901840,19915519,+,ENSGALG00010021905,,protein_coding,CODING,reference,REF,13680
12,19905226,19918812,-,ENSGALG00010021916,,protein_coding,CODING,reference,REF,13587
12,19918963,19956923,-,ENSGALG00010021978,,protein_coding,CODING,reference,REF,37961
12,19967967,20057160,-,ENSGALG00010022028,,protein_coding,CODING,reference,REF,89194
13,144842,147550,+,ENSGALG00010008432,,protein_coding,CODING,reference,REF,2709
13,146871,148903,+,ENSGALG00010008436,,protein_coding,CODING,reference,REF,2033
13,148908,150122,+,ENSGALG00010008449,,protein_coding,CODING,reference,REF,1215
13,150798,254934,-,ENSGALG00010008618,,protein_coding,CODING,reference,REF,104137
13,255695,272375,-,ENSGALG00010008683,,protein_coding,CODING,reference,REF,16681
13,277280,283826,+,ENSGALG00010008688,,protein_coding,CODING,reference,REF,6547
13,287045,357472,+,ENSGALG00010008750,,protein_coding,CODING,reference,REF,70428
13,317579,383732,-,ENSGALG00010008850,,protein_coding,CODING,reference,REF,66154
13,383864,384847,-,ENSGALG00010012412,,protein_coding,CODING,reference,REF,984
13,404068,557600,+,ENSGALG00010011853,,protein_coding,CODING,reference,REF,153533
13,561349,621894,-,ENSGALG00010011875,,protein_coding,CODING,reference,REF,60546
13,743068,787036,-,ENSGALG00010011913,,protein_coding,CODING,reference,REF,43969
13,786730,820395,-,ENSGALG00010011952,,protein_coding,CODING,reference,REF,33666
13,823186,826133,+,ENSGALG00010011969,,protein_coding,CODING,reference,REF,2948
13,833434,837120,+,ENSGALG00010008088,,protein_coding,CODING,reference,REF,3687
13,836817,839985,-,ENSGALG00010008095,,protein_coding,CODING,reference,REF,3169
13,841589,846117,-,ENSGALG00010011659,,protein_coding,CODING,reference,REF,4529
13,846738,853254,+,ENSGALG00010011670,,protein_coding,CODING,reference,REF,6517
13,852714,854632,-,ENSGALG00010011685,,protein_coding,CODING,reference,REF,1919
13,854687,863035,+,ENSGALG00010011708,,protein_coding,CODING,reference,REF,8349
13,863245,865348,+,ENSGALG00010011726,,protein_coding,CODING,reference,REF,2104
13,867078,869851,-,ENSGALG00010010926,,protein_coding,CODING,reference,REF,2774
13,870029,881458,-,ENSGALG00010012992,,protein_coding,CODING,reference,REF,11430
13,881582,886583,-,ENSGALG00010010934,,protein_coding,CODING,reference,REF,5002
13,886716,897296,+,ENSGALG00010010957,,protein_coding,CODING,reference,REF,10581
13,904911,910316,+,ENSGALG00010010966,,protein_coding,CODING,reference,REF,5406
13,930468,932942,+,ENSGALG00010012418,,protein_coding,CODING,reference,REF,2475
13,939967,942498,+,ENSGALG00010012422,,protein_coding,CODING,reference,REF,2532
13,949479,952028,+,ENSGALG00010012433,,protein_coding,CODING,reference,REF,2550
13,951416,952807,-,ENSGALG00010010969,,protein_coding,CODING,reference,REF,1392
13,957284,959812,+,ENSGALG00010012443,,protein_coding,CODING,reference,REF,2529
13,967649,1091607,+,ENSGALG00010010992,,protein_coding,CODING,reference,REF,123959
13,969580,970203,-,ENSGALG00010012460,,protein_coding,CODING,reference,REF,624
13,976011,976733,-,ENSGALG00010010999,,protein_coding,CODING,reference,REF,723
13,984854,985565,-,ENSGALG00010011005,,protein_coding,CODING,reference,REF,712
13,995200,996266,-,ENSGALG00010011011,,protein_coding,CODING,reference,REF,1067
13,1005075,1006408,-,ENSGALG00010011023,,protein_coding,CODING,reference,REF,1334
13,1136799,1139141,+,ENSGALG00010011036,,protein_coding,CODING,reference,REF,2343
13,1148171,1151544,+,ENSGALG00010011045,,protein_coding,CODING,reference,REF,3374
13,1160330,1163029,+,ENSGALG00010011056,,protein_coding,CODING,reference,REF,2700
13,1173003,1176362,+,ENSGALG00010011069,,protein_coding,CODING,reference,REF,3360
13,1185911,1186471,-,ENSGALG00010011079,,protein_coding,CODING,reference,REF,561
13,1186119,1188494,+,ENSGALG00010011088,,protein_coding,CODING,reference,REF,2376
13,1195770,1207088,+,ENSGALG00010011101,,protein_coding,CODING,reference,REF,11319
13,1214110,1217481,+,ENSGALG00010011109,,protein_coding,CODING,reference,REF,3372
13,1224965,1227616,+,ENSGALG00010011120,,protein_coding,CODING,reference,REF,2652
13,1236740,1240093,+,ENSGALG00010011136,,protein_coding,CODING,reference,REF,3354
13,1237522,1267963,-,ENSGALG00010011149,,protein_coding,CODING,reference,REF,30442
13,1247672,1250044,+,ENSGALG00010011172,,protein_coding,CODING,reference,REF,2373
13,1258159,1261503,+,ENSGALG00010011181,,protein_coding,CODING,reference,REF,3345
13,1267084,1285325,+,ENSGALG00010011190,,protein_coding,CODING,reference,REF,18242
13,1268229,1270346,+,ENSGALG00010011200,,protein_coding,CODING,reference,REF,2118
13,1280917,1282254,-,ENSGALG00010011207,,protein_coding,CODING,reference,REF,1338
13,1292675,1296647,+,ENSGALG00010012477,,protein_coding,CODING,reference,REF,3973
13,1303460,1306322,+,ENSGALG00010011218,,protein_coding,CODING,reference,REF,2863
13,1311832,1314606,+,ENSGALG00010011237,,protein_coding,CODING,reference,REF,2775
13,1318958,1321254,-,ENSGALG00010011261,,protein_coding,CODING,reference,REF,2297
13,1320236,1323506,+,ENSGALG00010011274,,protein_coding,CODING,reference,REF,3271
13,1329115,1332227,+,ENSGALG00010011281,,protein_coding,CODING,reference,REF,3113
13,1336966,1340462,+,ENSGALG00010011288,,protein_coding,CODING,reference,REF,3497
13,1354063,1356731,+,ENSGALG00010011339,,protein_coding,CODING,reference,REF,2669
13,1363432,1365132,+,ENSGALG00010011354,,protein_coding,CODING,reference,REF,1701
13,1363466,1386827,+,ENSGALG00010011382,,protein_coding,CODING,reference,REF,23362
13,1390844,1394421,+,ENSGALG00010011398,,protein_coding,CODING,reference,REF,3578
13,1397551,1400178,+,ENSGALG00010011411,,protein_coding,CODING,reference,REF,2628
13,1414774,1418773,+,ENSGALG00010011416,,protein_coding,CODING,reference,REF,4000
13,1422711,1426499,+,ENSGALG00010011430,,protein_coding,CODING,reference,REF,3789
13,1432599,1434550,+,ENSGALG00010011432,,protein_coding,CODING,reference,REF,1952
13,1442149,1445932,+,ENSGALG00010011439,,protein_coding,CODING,reference,REF,3784
13,1452457,1455806,+,ENSGALG00010011446,,protein_coding,CODING,reference,REF,3350
13,1460405,1463387,+,ENSGALG00010011459,,protein_coding,CODING,reference,REF,2983
13,1470562,1518612,+,ENSGALG00010011329,,protein_coding,CODING,reference,REF,48051
13,1546530,1567838,-,ENSGALG00010011478,,protein_coding,CODING,reference,REF,21309
13,1561888,1570746,+,ENSGALG00010011491,,protein_coding,CODING,reference,REF,8859
13,1570755,1575999,-,ENSGALG00010011536,,protein_coding,CODING,reference,REF,5245
13,1576306,1579600,+,ENSGALG00010011548,,protein_coding,CODING,reference,REF,3295
13,1579575,1597325,-,ENSGALG00010011564,,protein_coding,CODING,reference,REF,17751
13,1598792,1604324,-,ENSGALG00010011575,,protein_coding,CODING,reference,REF,5533
13,1677836,1724825,+,ENSGALG00010011619,,protein_coding,CODING,reference,REF,46990
13,2001442,2023481,+,ENSGALG00010011630,,protein_coding,CODING,reference,REF,22040
13,2019276,2030507,-,ENSGALG00010011635,,protein_coding,CODING,reference,REF,11232
13,2034189,2034596,-,ENSGALG00010012398,,protein_coding,CODING,reference,REF,408
13,2037917,2056738,+,ENSGALG00010008266,,protein_coding,CODING,reference,REF,18822
13,2058284,2070651,+,ENSGALG00010008276,,protein_coding,CODING,reference,REF,12368
13,2071646,2076305,+,ENSGALG00010012406,,protein_coding,CODING,reference,REF,4660
13,2076476,2078009,+,ENSGALG00010008277,,protein_coding,CODING,reference,REF,1534
13,2077955,2082198,+,ENSGALG00010008305,,protein_coding,CODING,reference,REF,4244
13,2084161,2092725,-,ENSGALG00010008336,,protein_coding,CODING,reference,REF,8565
13,2095155,2121257,-,ENSGALG00010008361,,protein_coding,CODING,reference,REF,26103
13,2137297,2231041,+,ENSGALG00010008380,,protein_coding,CODING,reference,REF,93745
13,2231070,2338944,-,ENSGALG00010008385,,protein_coding,CODING,reference,REF,107875
13,2280914,2284704,+,ENSGALG00010008396,,protein_coding,CODING,reference,REF,3791
13,2405019,2426688,+,ENSGALG00010010262,,protein_coding,CODING,reference,REF,21670
13,2427168,2455237,+,ENSGALG00010010303,,protein_coding,CODING,reference,REF,28070
13,2462888,2528077,+,ENSGALG00010010347,,protein_coding,CODING,reference,REF,65190
13,2837028,2902850,-,ENSGALG00010010399,,protein_coding,CODING,reference,REF,65823
13,2910428,2937348,-,ENSGALG00010010420,,protein_coding,CODING,reference,REF,26921
13,2943164,2945442,-,ENSGALG00010010429,,protein_coding,CODING,reference,REF,2279
13,2954100,3084031,-,ENSGALG00010010451,,protein_coding,CODING,reference,REF,129932
13,3105040,3125436,-,ENSGALG00010010486,,protein_coding,CODING,reference,REF,20397
13,3125696,3148855,-,ENSGALG00010010511,,protein_coding,CODING,reference,REF,23160
13,3157723,3453709,-,ENSGALG00010010678,,protein_coding,CODING,reference,REF,295987
13,3422705,3431445,+,ENSGALG00010010693,,protein_coding,CODING,reference,REF,8741
13,3487772,3518767,+,ENSGALG00010010742,,protein_coding,CODING,reference,REF,30996
13,3587174,3590543,-,ENSGALG00010010760,,protein_coding,CODING,reference,REF,3370
13,3600975,3768663,-,ENSGALG00010010779,,protein_coding,CODING,reference,REF,167689
13,3671525,3700875,+,ENSGALG00010010806,,protein_coding,CODING,reference,REF,29351
13,3764606,3787552,-,ENSGALG00010010828,,protein_coding,CODING,reference,REF,22947
13,3791971,4318754,+,ENSGALG00010010909,,protein_coding,CODING,reference,REF,526784
13,4323069,4337451,+,ENSGALG00010008099,,protein_coding,CODING,reference,REF,14383
13,4367026,4375778,+,ENSGALG00010008117,,protein_coding,CODING,reference,REF,8753
13,4376875,4392299,-,ENSGALG00010008128,,protein_coding,CODING,reference,REF,15425
13,4392447,4456004,-,ENSGALG00010008135,,protein_coding,CODING,reference,REF,63558
13,4442981,4444247,+,ENSGALG00010008138,,protein_coding,CODING,reference,REF,1267
13,4460019,5077680,-,ENSGALG00010009649,,protein_coding,CODING,reference,REF,617662
13,6315437,6326790,-,ENSGALG00010009686,,protein_coding,CODING,reference,REF,11354
13,6325353,6345080,+,ENSGALG00010009715,,protein_coding,CODING,reference,REF,19728
13,6326964,6341306,-,ENSGALG00010009732,,protein_coding,CODING,reference,REF,14343
13,6346349,6351947,-,ENSGALG00010009743,,protein_coding,CODING,reference,REF,5599
13,6667875,6739159,-,ENSGALG00010009791,,protein_coding,CODING,reference,REF,71285
13,6808171,6850478,-,ENSGALG00010009841,,protein_coding,CODING,reference,REF,42308
13,6894890,6920279,-,ENSGALG00010009930,,protein_coding,CODING,reference,REF,25390
13,6962185,7099734,+,ENSGALG00010009999,,protein_coding,CODING,reference,REF,137550
13,7159390,7373482,+,ENSGALG00010010035,,protein_coding,CODING,reference,REF,214093
13,7440261,7443436,-,ENSGALG00010009078,,protein_coding,CODING,reference,REF,3176
13,7443455,7455848,+,ENSGALG00010009093,,protein_coding,CODING,reference,REF,12394
13,7459755,7467275,+,ENSGALG00010009097,,protein_coding,CODING,reference,REF,7521
13,7470003,7493441,+,ENSGALG00010009151,,protein_coding,CODING,reference,REF,23439
13,7494444,7532099,-,ENSGALG00010009202,,protein_coding,CODING,reference,REF,37656
13,7532442,7558467,+,ENSGALG00010009268,,protein_coding,CODING,reference,REF,26026
13,7545210,7545769,+,ENSGALG00010009276,,protein_coding,CODING,reference,REF,560
13,7566153,7601480,-,ENSGALG00010009303,,protein_coding,CODING,reference,REF,35328
13,7613469,7630515,-,ENSGALG00010009333,,protein_coding,CODING,reference,REF,17047
13,7771661,7779513,+,ENSGALG00010009374,,protein_coding,CODING,reference,REF,7853
13,7788987,7791452,+,ENSGALG00010009424,,protein_coding,CODING,reference,REF,2466
13,7803243,7826023,+,ENSGALG00010011647,,protein_coding,CODING,reference,REF,22781
13,7836164,7943158,-,ENSGALG00010008169,,protein_coding,CODING,reference,REF,106995
13,7945810,7950189,-,ENSGALG00010008173,,protein_coding,CODING,reference,REF,4380
13,7960733,7970919,-,ENSGALG00010008174,,protein_coding,CODING,reference,REF,10187
13,7976306,7983623,-,ENSGALG00010008187,,protein_coding,CODING,reference,REF,7318
13,7983986,7989623,-,ENSGALG00010008195,,protein_coding,CODING,reference,REF,5638
13,7992855,8035333,-,ENSGALG00010008209,,protein_coding,CODING,reference,REF,42479
13,8043385,8055575,-,ENSGALG00010008217,,protein_coding,CODING,reference,REF,12191
13,8069117,8103258,+,ENSGALG00010011991,,protein_coding,CODING,reference,REF,34142
13,8118992,8129571,+,ENSGALG00010011754,,protein_coding,CODING,reference,REF,10580
13,8129213,8131980,-,ENSGALG00010011764,,protein_coding,CODING,reference,REF,2768
13,8133156,8143138,-,ENSGALG00010011784,,protein_coding,CODING,reference,REF,9983
13,8143411,8161832,-,ENSGALG00010011745,,protein_coding,CODING,reference,REF,18422
13,8162896,8198082,-,ENSGALG00010012297,,protein_coding,CODING,reference,REF,35187
13,8206471,8220629,+,ENSGALG00010012312,,protein_coding,CODING,reference,REF,14159
13,8261676,8265017,-,ENSGALG00010012314,,protein_coding,CODING,reference,REF,3342
13,8362631,8415021,+,ENSGALG00010012327,,protein_coding,CODING,reference,REF,52391
13,8420088,8462533,+,ENSGALG00010012358,,protein_coding,CODING,reference,REF,42446
13,8466393,8531666,+,ENSGALG00010012382,,protein_coding,CODING,reference,REF,65274
13,8534329,8562441,-,ENSGALG00010012391,,protein_coding,CODING,reference,REF,28113
13,8662754,8667151,-,ENSGALG00010008227,,protein_coding,CODING,reference,REF,4398
13,8691872,8749559,+,ENSGALG00010009117,,protein_coding,CODING,reference,REF,57688
13,8750453,8754809,+,ENSGALG00010009170,,protein_coding,CODING,reference,REF,4357
13,8755933,8764959,+,ENSGALG00010009228,,protein_coding,CODING,reference,REF,9027
13,8764459,8786762,+,ENSGALG00010009256,,protein_coding,CODING,reference,REF,22304
13,8791572,8797637,+,ENSGALG00010009311,,protein_coding,CODING,reference,REF,6066
13,8816354,8819527,-,ENSGALG00010009324,,protein_coding,CODING,reference,REF,3174
13,8841306,8851813,-,ENSGALG00010009346,,protein_coding,CODING,reference,REF,10508
13,8950800,8955910,-,ENSGALG00010009378,,protein_coding,CODING,reference,REF,5111
13,9045704,9078704,+,ENSGALG00010009389,,protein_coding,CODING,reference,REF,33001
13,9093209,9094111,+,ENSGALG00010009397,,protein_coding,CODING,reference,REF,903
13,9105733,9143477,+,ENSGALG00010009415,,protein_coding,CODING,reference,REF,37745
13,9409558,9415628,+,ENSGALG00010008416,,protein_coding,CODING,reference,REF,6071
13,9598987,9642179,-,ENSGALG00010012111,,protein_coding,CODING,reference,REF,43193
13,9633087,9674661,+,ENSGALG00010012149,,protein_coding,CODING,reference,REF,41575
13,9667803,9677819,-,ENSGALG00010012186,,protein_coding,CODING,reference,REF,10017
13,9677894,9692663,+,ENSGALG00010012216,,protein_coding,CODING,reference,REF,14770
13,9696497,9701418,+,ENSGALG00010013000,,protein_coding,CODING,reference,REF,4922
13,9701546,9703360,+,ENSGALG00010012228,,protein_coding,CODING,reference,REF,1815
13,9703868,9708579,-,ENSGALG00010012017,,protein_coding,CODING,reference,REF,4712
13,9708609,9751614,+,ENSGALG00010012031,,protein_coding,CODING,reference,REF,43006
13,9709441,9713035,-,ENSGALG00010012040,,protein_coding,CODING,reference,REF,3595
13,9713019,9717372,-,ENSGALG00010012047,,protein_coding,CODING,reference,REF,4354
13,9717705,9719699,-,ENSGALG00010012053,,protein_coding,CODING,reference,REF,1995
13,9721232,9727281,+,ENSGALG00010012064,,protein_coding,CODING,reference,REF,6050
13,9728895,9732899,+,ENSGALG00010012080,,protein_coding,CODING,reference,REF,4005
13,9752846,9757049,+,ENSGALG00010008871,,protein_coding,CODING,reference,REF,4204
13,9757148,9768787,-,ENSGALG00010008906,,protein_coding,CODING,reference,REF,11640
13,9768860,9788782,-,ENSGALG00010009028,,protein_coding,CODING,reference,REF,19923
13,9788667,9791622,-,ENSGALG00010009440,,protein_coding,CODING,reference,REF,2956
13,9791513,9797314,-,ENSGALG00010009447,,protein_coding,CODING,reference,REF,5802
13,9797541,9806244,-,ENSGALG00010009466,,protein_coding,CODING,reference,REF,8704
13,9804932,9810942,+,ENSGALG00010009493,,protein_coding,CODING,reference,REF,6011
13,9811401,9812778,+,ENSGALG00010009499,,protein_coding,CODING,reference,REF,1378
13,9812875,9814695,-,ENSGALG00010009514,,protein_coding,CODING,reference,REF,1821
13,9813934,9816969,+,ENSGALG00010009560,,protein_coding,CODING,reference,REF,3036
